ALL STANDALONE,,,,,,,
(As on Date:  13-10-2025  0:55:24),,,,,,,
Aishe Code,Name,State,District,Year Of Establishment,Location,Standalone Type,Manegement
S-17146,Sant Eknath Institute of Nursing Shevgaon,Maharashtra,Ahilyanagar,2011,Rural,Nursing,Private Un-Aided
S-17042,SUNITA NURSING SCHOOL,Maharashtra,Wardha,-,Rural,Nursing,State Government
S-17957,"SMT.LAXMIBAI CHANDEKAR NURSING SCHOOL, GOREGAON",Maharashtra,Gondia,2011,Rural,Nursing,Private Un-Aided
S-18016,PAINGANGA INSTITUTE OF NURSING YELGAON,Maharashtra,Buldhana,2011,Rural,Nursing,Private Un-Aided
S-18118,Snehal GNM Institute of Nursing Pune,Maharashtra,Pune,2011,Urban,Nursing,Private Un-Aided
S-16443,"6887-Mahalaxmi Institute of Pharmacy, Raigaon, Dist.Satara",Maharashtra,Satara,2016,-,Technical/Polytechnic,Private Un-Aided
S-18491,5481 MRS. SARASWATI WANI COLLEGE OF D. PHARMACY,Maharashtra,Ahilyanagar,2019,Rural,Technical/Polytechnic,Private Un-Aided
S-16736,DR. D. Y. PATIL B-SCHOOL,Maharashtra,Pune,2017,Urban,PGDM Institutes,Private Un-Aided
S-20437,ANM GNM NURSING SCHOOL GENERAL HOSPITAL HINGOLI,Maharashtra,Hingoli,2018,Urban,Nursing,State Government
S-21630,TANISHQ NURSING SCHOOL,Maharashtra,Nagpur,-,Urban,Nursing,Private Un-Aided
S-1672,ANKUSH SHIKSHAN SANSTHA'S G.H. RAISONI INSTITUTE OF LIFE SCIENCES NAGPUR,Maharashtra,Nagpur,-,-,Technical/Polytechnic,-
S-20700,SHREE SAMARTH NURSING COLLEGE RIDHORA TQ BALAPUR DIST AKOLA,Maharashtra,Akola,-,Rural,Nursing,Private Un-Aided
S-22742,SEVASADAN SCHOOL OF NURSING GADHINGLAJ,Maharashtra,Kolhapur,2023,Urban,Nursing,Private Un-Aided
S-22745,"SANTOSHI MATA SCHOOL OF NURSING ,NANDURBAR",Maharashtra,Nandurbar,2023,Rural,Nursing,Private Un-Aided
S-23201,"AUREOLE SCHOOL OF BUSINESS  MANAGEMENT, PUNE",Maharashtra,Pune,2018,Rural,PGDM Institutes,Private Un-Aided
S-2130,"NEW INSTITUTE OF TECHNOLOGY, KOLHAPUR",Maharashtra,Kolhapur,1983,Rural,Technical/Polytechnic,Private Un-Aided
S-23206,SAMARTH COLLEGE OF NURSING SANGAMNER AHMEDNAGAR,Maharashtra,Ahilyanagar,2024,Rural,Nursing,Private Un-Aided
S-23219,DISHA SAMAJIK BAHUUDDESHIYA MAHILA MANDAL LATUR SANCHALIT RENAISSANCE SCHOOL OF NURSING,Maharashtra,Latur,2023,Urban,Nursing,Private Un-Aided
S-23319,"SHENDGE INSTITUTE OF NURSING SCIENCE, OMERGA, DHARASHIV",Maharashtra,Dharashiv,2024,Urban,Nursing,Private Un-Aided
S-23313,"SHRIMATI GANGUBAI SAMBHAJI SHINDE INSTITUTE OF NURSING KARMALA ,SOLAPUR",Maharashtra,Solapur,2024,Urban,Nursing,Private Un-Aided
S-23344,SIDDHGIRI NURSING INSTITUTE,Maharashtra,Kolhapur,2022,Rural,Nursing,Private Un-Aided
S-23327,"LATE PARASRAM SHIKSHAN SANSTHA , KAWARABANDH TAL SALEKASA DIST BHANDARA , SANCHLIT G K NURSING SCHOOL KAWARABANDH TAL SALEKASA  DIST GONDIA",Maharashtra,Gondia,2024,Rural,Nursing,Private Un-Aided
S-24422,KADAM SCHOOL OF GNM NURSING,Maharashtra,Chhatrapati Sambhajinagar,-,Rural,Nursing,Private Un-Aided
S-23362,RAJIV GANDHI DED COLLEGE DHAD,Maharashtra,Buldhana,2023,Rural,Teacher Training,Private Un-Aided
S-23384,SVSS LATUR COLLEGE OF NURSING LATUR,Maharashtra,Latur,2023,Urban,Nursing,Private Un-Aided
S-23398,SHRI COLLEGE OF NURSING,Maharashtra,Bhandara,2024,Rural,Nursing,Private Un-Aided
S-23399,"INSTITUTE OF NURSING EDUCATION, GURU NANAK HOSPITAL",Maharashtra,Mumbai,2005,Urban,Nursing,Private Un-Aided
S-23403,MAHARSHI KARVE STREE SHIKSHAN SAMSTHAS COLLEGE OF NURSING RATNAGIRI,Maharashtra,Ratnagiri,2023,Rural,Nursing,Private Un-Aided
S-23419,SG SCHOOL OF NURSING AHMEDPUR,Maharashtra,Latur,2024,Rural,Nursing,Private Un-Aided
S-23417,TANVI SCHOOL OF NURSING CHAKUR,Maharashtra,Latur,2024,Rural,Nursing,Private Un-Aided
S-23674,SARIKA SCHOOL OF NURSING GNM,Maharashtra,Nanded,2024,Urban,Nursing,Private Un-Aided
S-23702,PATHRIKAR NURSING SCHOOL,Maharashtra,Chhatrapati Sambhajinagar,2024,Rural,Nursing,Private Un-Aided
S-23710,RISING EDUCATION AND WELFARE SOCIETY RISING NURSING SCHOOL HINGOLI,Maharashtra,Hingoli,2024,Urban,Nursing,Private Un-Aided
S-23707,MAA JIJAU GNM NURSING INSTITUTE,Maharashtra,Pune,2024,Urban,Nursing,Private Un-Aided
S-23705,SPARSH INSTITUTE OF NURSING COLLEGE LATUR,Maharashtra,Latur,2024,Urban,Nursing,Private Un-Aided
S-23743,"PUNE FOUNDATION FOR EDUCATION AND HEALTH CARE, PUNE SANCHALIT GLOBAL INSTITUTE OF NURSING EDUCATION, SADASHIV PETH, PUNE",Maharashtra,Pune,2024,Urban,Nursing,Private Un-Aided
S-23825,"DR KHACHANE NURSING COLLEGE GNM, YAWAL, JALGAON",Maharashtra,Jalgaon,-,Rural,Nursing,Private Un-Aided
S-23821,"NURSING TRAINING SCHOOL, GENERAL HOSPITAL, BHANDARA",Maharashtra,Bhandara,-,Urban,Nursing,State Government
S-23827,SARASWATI GNM NURSING INSTITUTE PANBHOSI,Maharashtra,Nanded,-,Rural,Nursing,Private Un-Aided
S-23828,ANGEL SCHOOL OF NURSING DHADGAON,Maharashtra,Nandurbar,-,Rural,Nursing,Private Un-Aided
S-23824,NIKAM COLLEGE OF NURSING AT POST GONDUR TAL DIST DHULE,Maharashtra,Dhule,-,Rural,Nursing,Private Un-Aided
S-23826,RAJVI NURSING SCHOOL,Maharashtra,Nagpur,-,Rural,Nursing,Private Un-Aided
S-23817,SANGHARSH GRAMIN VIKAS BAHUUDDESHIYA SEVABHAVI SANSTHA UDGIR SANCHALIT FLORANCE INSTITUTE OF NURSING NANDED,Maharashtra,Nanded,-,Urban,Nursing,Private Un-Aided
S-23818,"SIDDHANATH INSTITUTE OF NURSING, PANDHARPUR,SOLAPUR",Maharashtra,Solapur,-,Rural,Nursing,Private Un-Aided
S-23816,SUMANTAI SCHOOL OF NURSING MANTRIPARK WASHIM DIST WASHIM,Maharashtra,Washim,-,Urban,Nursing,Private Un-Aided
S-23830,BIRSA MUNDA INSTITUTE OF NURSING GNM LONKHEDA TAL SHAHADA DIST NANDURBAR,Maharashtra,Nandurbar,-,Rural,Nursing,Private Un-Aided
S-23820,VAISHNODEVIMATA NURSING COLLEGE BEED TQ  DIST BEED,Maharashtra,Beed,-,Urban,Nursing,Private Un-Aided
S-23836,DR V S JADHAV COLLEGE OF NURSING,Maharashtra,Thane,-,Urban,Nursing,Private Un-Aided
S-23831,LATE VILASRAO DESHMUKH INSTITUTE OF NURSING NAVAPUR,Maharashtra,Nandurbar,-,Urban,Nursing,Private Un-Aided
S-23833,"MATOSHRI GODABAI DHONGE COLLEGE OF NURSING, KHAMBALE, GHOTI, IGATPURI, NASHIK",Maharashtra,Nashik,-,Rural,Nursing,Private Un-Aided
S-23835,PRAVARA RURAL EDUCATION SOCIETYS SINDHUTAI VIKHE PATIL COLLEGE OF NURSING,Maharashtra,Nashik,-,Rural,Nursing,Private Un-Aided
S-23877,SHRIRAM COLLEGE OF NURSING MORSHI TA MORSHI DIST AMRAVATI,Maharashtra,Amravati,-,Urban,Nursing,Private Un-Aided
S-23942,"CHHATRAPATI SHAHU MAHARAJ SHAIKSHANIK SANSTHA PARBHANI SANCHLIT KAMALABAI WADKUTE NURSING COLLEGE,GNM TADKALAS TAL PURNA DIST PARBHANI",Maharashtra,Parbhani,-,Rural,Nursing,Private Un-Aided
S-23945,"CHHATRAPATI SHAHU MAHARAJ SHAIKSHANIK SANSTHA PARBHANI SANCHALIT,DEVKRUPA NURSING COLLEGE HINGOLI",Maharashtra,Hingoli,-,Urban,Nursing,Private Un-Aided
S-24149,LATE ANANTRAO RAJURKAR COLLEGE OF NURSING NANDED,Maharashtra,Nanded,-,Urban,Nursing,Private Un-Aided
S-24148,LATE CHANDRABHAGABAI KESHAVE COLLEGE OF NURSING AT POST MAHUR TA MAHUR DIST NANDED,Maharashtra,Nanded,-,Urban,Nursing,Private Un-Aided
S-24207,DEVGIRI NURSING SCHOOL,Maharashtra,Chhatrapati Sambhajinagar,-,Rural,Nursing,Private Un-Aided
S-24216,JIJAU COLLEGE OF NURSING AND RESEARCH CENTER MARKHEL,Maharashtra,Nanded,-,Rural,Nursing,Private Un-Aided
S-24205,KRUSHNATULSI INSTITUTE OF NURSING,Maharashtra,Ahilyanagar,-,Rural,Nursing,Private Un-Aided
S-24194,MAHATMA BASWESHWAR NURSING SCHOOL,Maharashtra,Nanded,-,Urban,Nursing,Private Un-Aided
S-24209,MATOSHREE JIJAU NURSING SCHOOL HARSUL CHATRAPATI SAMBHAJINAGAR,Maharashtra,Chhatrapati Sambhajinagar,-,Urban,Nursing,Private Un-Aided
S-24215,"MAULI CHARITABLE TRUSTS KOHINOOR ANM NURSING SCHOOL, LATUR",Maharashtra,Latur,-,Rural,Nursing,Private Un-Aided
S-24214,"MAULI CHARITABLE TRUSTS KOHINOOR INSTITUTE OF NURSING, LATUR",Maharashtra,Latur,-,Rural,Nursing,Private Un-Aided
S-24222,"SAISHYAM FOUNDATIONS, SAI NURSING INSTITUTE, DUGAD PHATA, BHIWANDI, THANE",Maharashtra,Thane,-,Rural,Nursing,Private Un-Aided
S-24276,SAMBHAJI GNM NURSING SCHOOL CHAPOLI TAL CHAKUR DIST LATUR,Maharashtra,Latur,-,Rural,Nursing,Private Un-Aided
S-24272,SHRI SANT GAHININATH MAHARAJ NURSING INSTITUTE,Maharashtra,Latur,-,Rural,Nursing,Private Un-Aided
S-24223,SMT MATHURABI HARPALE NURSING SCHOOL,Maharashtra,Solapur,-,Urban,Nursing,Private Un-Aided
S-24211,SRINATH INSTITUTE OF NURSING,Maharashtra,Chhatrapati Sambhajinagar,-,Rural,Nursing,Private Un-Aided
S-24200,TULJAI NURSING COLLEGE,Maharashtra,Nanded,-,Urban,Nursing,Private Un-Aided
S-24275,"VIVEKANAND NURSING COLLEGE, HIWARA ASHRAM TQ MEHKAR DIST BULDHANA",Maharashtra,Buldhana,-,Rural,Nursing,Private Un-Aided
S-24292,LOTUS NURSING COLLEGE PUNE,Maharashtra,Pune,-,Urban,Nursing,Private Un-Aided
S-24287,SAHARA COLLEGE OF NURSING PARBHANI,Maharashtra,Parbhani,-,Urban,Nursing,Private Un-Aided
S-24319,"KASTURBA GANDHI NURSING SCHOOL, MANIK NAGAR NANDED",Maharashtra,Nanded,-,Rural,Nursing,Private Un-Aided
S-24318,"MOTHER TERESA NURSING SCHOOL, HINGOLI",Maharashtra,Hingoli,-,Rural,Nursing,Private Un-Aided
S-24416,MATRUBHOOMI PRATISHTHAN SHIKSHAN PRASRAK MANDAL UDGIR ADHIRAJ COLLEGE OF NURSING DEHU ROAD ALANDI DIST PUNE,Maharashtra,Pune,-,Urban,Nursing,Private Un-Aided
S-24412,MATRUBHOOMI PRATISHTHAN SHIKSHAN PRASRAK MANDAL UDGIR MATRUBHOOMI INSTITUTE OF NURSING NANDED ROAD NANDED,Maharashtra,Nanded,-,Urban,Nursing,Private Un-Aided
S-24438,"GAJANAN MAHARAJ BAHUUDDESHIYA SEVABHAVI SANSTHA, SANCHALIT WALUNJ NURSING SCHOOL OASIS CHOWK WALUNJ CHHTRPTI SAMBHJINAGAR",Maharashtra,Chhatrapati Sambhajinagar,-,Rural,Nursing,Private Un-Aided
S-24630,ARADHYA NURSING COLLEGE,Maharashtra,Chhatrapati Sambhajinagar,-,Rural,Nursing,Private Un-Aided
S-24624,DR BHARAT PATIL FOUNDATION PATIL HOSPITAL SANCHALIT DR B C ROY INSTITUTE OF MEDICAL SCIENCES TEMBHURNI TALUKA MADHA DISTRICT SOLAPUR,Maharashtra,Solapur,-,Rural,Nursing,Private Un-Aided
S-24621,GLOBAL NURSING SCHOOL ANM GNM,Maharashtra,Jalgaon,-,Rural,Nursing,Private Un-Aided
S-24614,"HARISHCHANDRA MEDICAL FOUNDATION TRIBAL DEVLOPMENT AND COLLEGE OF NURSING AND RESEARCH CENTER AKOLE, AHMEDNAGAR",Maharashtra,Ahilyanagar,-,Rural,Nursing,Private Un-Aided
S-24627,JANAI GNM NURSING SCHOOL ISLAPUR ROAD KINWAT,Maharashtra,Nanded,-,Rural,Nursing,Private Un-Aided
S-24618,KARMAYOGI NURSING COLLEGE,Maharashtra,Parbhani,-,Urban,Nursing,Private Un-Aided
S-24620,"LAXMIBAI GORTHEKAR GNM NURSING SCHOOL, UMRI",Maharashtra,Nanded,-,Rural,Nursing,Private Un-Aided
S-24623,MELGHAT INSTITUTE OF NURSING,Maharashtra,Amravati,-,Urban,Nursing,Private Un-Aided
S-24616,MOTHER HAWWA SCHOOL OF NURSING,Maharashtra,Jalna,-,Rural,Nursing,Private Un-Aided
S-24619,"RENUKAI GNM NURSING SCHOOL, KINWAT",Maharashtra,Nanded,-,Rural,Nursing,Private Un-Aided
S-24625,SAMBHAJINAGAR COLLEGE OF NURSING CHHATRAPATI SAMBHAJINAGAR,Maharashtra,Chhatrapati Sambhajinagar,-,Urban,Nursing,Private Un-Aided
S-24778,NIRMITI NURSING COLLEGE,Maharashtra,Nanded,-,Urban,Nursing,Private Un-Aided
S-24848,SAMARTH SCHOOL OF NURSING DEOULGAON RAJA BULDHANA,Maharashtra,Buldhana,-,Urban,Nursing,Private Un-Aided
S-24921,GANPAT BHARTI VAIDYAKIYA V SHIKSHAN PRASRAK MANDAL,Maharashtra,Nanded,-,Rural,Nursing,Private Un-Aided
S-24922,LATE PANJABRAO PATIL JAWALGAONKAR COLLEGE OF NURSING NANDED,Maharashtra,Nanded,-,Urban,Nursing,Private Un-Aided
S-24945,"FLORENCE NIGHTINGALE GNM NURSING COLLEGE, JALNA",Maharashtra,Jalna,-,Urban,Nursing,Private Un-Aided
S-24948,ATLANTA SCHOOL OF NURSING,Maharashtra,Nagpur,-,Urban,Nursing,Private Un-Aided
S-24957,"DISHA NURSING COLLEGE, NAGPUR",Maharashtra,Nagpur,-,Urban,Nursing,Private Un-Aided
S-24974,"SHREE SWAMI VIVEKANAND NURSING COLLEGE, MADHA, SOLAPUR",Maharashtra,Solapur,-,Rural,Nursing,Private Un-Aided
S-24965,"VASANTI MANE COLLEGE OF NURSING,WAGHERI,KARAD,SATARA",Maharashtra,Satara,-,Rural,Nursing,Private Un-Aided
S-24979,SANSKAR NURSING SCHOOL MUL,Maharashtra,Chandrapur,-,Rural,Nursing,Private Un-Aided
S-24978,SONIYA NURSING SCHOOL CHANDRAPUR,Maharashtra,Chandrapur,-,Urban,Nursing,Private Un-Aided
S-24954,SAKEENA INSTITUTE OF NURSING EDUCATION MIRAJ,Maharashtra,Sangli,-,Urban,Nursing,Private Un-Aided
S-24967,"SHRI MANJUNATH SCHOOL OF NURSING, VADUJ, SATARA",Maharashtra,Satara,-,Rural,Nursing,Private Un-Aided
S-24946,AAI PANCHFULA INSTITUTE OF NURSING,Maharashtra,Nagpur,-,Urban,Nursing,Private Un-Aided
S-24981,SND SCHOOL OF NURSING VIRCHAK TAL DIST NANDURBAR,Maharashtra,Nandurbar,-,Rural,Nursing,Private Un-Aided
S-24982,"MATOSHRI SCHOOL OF NURSING ,VIRCHAK TAL DIST NANDURBAR",Maharashtra,Nandurbar,-,Rural,Nursing,Private Un-Aided
S-24953,AYUSH NURSING COLLEGE DHARUR,Maharashtra,Beed,-,Urban,Nursing,Private Un-Aided
S-24962,C S NURSING COLLEGE DEORI DISTT GONDIA,Maharashtra,Gondia,-,Rural,Nursing,Private Un-Aided
S-24977,"DNYANDEVRAO BAPU DANDGE NURSING COLLEGE, DHAD, BULDHANA",Maharashtra,Buldhana,-,Rural,Nursing,Private Un-Aided
S-24942,IMPERIAL SCHOOL OF BANKING AND MANAGEMENT STUDIES,Maharashtra,Pune,-,Urban,PGDM Institutes,Private Un-Aided
S-24984,SUVIDHA NURSING SCHOOL GADCHIROLI,Maharashtra,Gadchiroli,-,Rural,Nursing,Private Un-Aided
S-24986,RAYBA BAHUUDDESHIYA VIKAS SANSTHA TALUKA JILHA DHULE SANCHALIT DR N K R SHIROLE COLLEGE OF NURSING ERANDOL,Maharashtra,Jalgaon,-,Urban,Nursing,Private Un-Aided
S-24992,PRINCESS INSTITUTE OF NURSING COLLEGE,Maharashtra,Gondia,-,Rural,Nursing,Private Un-Aided
S-24983,KISAN VIDYA PRASARAK SANSTHA SANCHALIT LATE LILATAI VISHWASRAO RANDHE COLLEGE OF NURSING BORADI,Maharashtra,Dhule,-,Rural,Nursing,Private Un-Aided
S-24989,"SHREE P E TATYA PATIL NURSING SCHOOL, JALGAON",Maharashtra,Jalgaon,-,Rural,Nursing,Private Un-Aided
S-24995,NALANDA FOUNDATION BEED SANCHALIT MATA RAMAI COLLEGE OF NURSING,Maharashtra,Beed,-,Urban,Nursing,Private Un-Aided
S-24994,ATALBIHARI VAJPAYEE COLLEGE OF NURSING,Maharashtra,Ahilyanagar,-,Rural,Nursing,Private Un-Aided
S-24985,"BHAGWAN BABA NURSING SCHOOL, CHINCHOLI SANGLE, TAL LONAR DIST BULDHANA",Maharashtra,Buldhana,-,Rural,Nursing,Private Un-Aided
S-25003,JIVDANI SCHOOL OF NURSING,Maharashtra,Palghar,-,Urban,Nursing,Private Un-Aided
S-24988,KAI VIMALBAI KHANDELWAL NURSING COLLEGE,Maharashtra,Chhatrapati Sambhajinagar,-,Rural,Nursing,Private Un-Aided
S-24987,"LAXMI MUNDE NURSING SCHOOL, TAKLI, KAIJ",Maharashtra,Beed,-,Rural,Nursing,Private Un-Aided
S-25004,MOTHER TERESA COLLEGE OF NURSING,Maharashtra,Palghar,-,Urban,Nursing,Private Un-Aided
S-24991,PADMAI NURSING COLLEGE,Maharashtra,Chhatrapati Sambhajinagar,-,Rural,Nursing,Private Un-Aided
S-25198,MOTHER TERESA NURSING SCHOOL MUKHED,Maharashtra,Nanded,-,Rural,Nursing,Private Un-Aided
S-24947,"DISHA BAHUDDESHIYA SEVABHAVI SANSTHA ,JALNA SANCHLIT PEOPLES INSTITUTE OF NURSING , SHENDRA PARISAR",Maharashtra,Chhatrapati Sambhajinagar,-,Rural,Nursing,Private Un-Aided
S-24969,DNYAN GANGA COLLEGE OF NURSING,Maharashtra,Thane,-,Urban,Nursing,Private Un-Aided
S-24956,DR PRAFULLA PATIL NURSING SCHOOL FOR GNM PARBHANI,Maharashtra,Parbhani,-,Urban,Nursing,Private Un-Aided
S-24959,"FLORENCE EDUCATION AND WELFARE SOCIETY JALNA SANCHALIT FLORENCE GNM NURSING INSTITUTE, PARTUR",Maharashtra,Jalna,-,Urban,Nursing,Private Un-Aided
S-24940,"GLOBAL INSTITUTE OF NURSING, AT POST BORI TQ DIST LATUR",Maharashtra,Latur,-,Rural,Nursing,Private Un-Aided
S-24955,JIJAU NURSING SCHOOL VISHNUPURI NANDED,Maharashtra,Nanded,-,Rural,Nursing,Private Un-Aided
S-24973,"JIJAU SCHOOL OF NURSING SASHT PIIMPALGAON, TQ AMBAD, DIST JALNA",Maharashtra,Jalna,-,Rural,Nursing,Private Un-Aided
S-24950,KESHARBAI NURSING COLLEGE KAIJ TQ KAIJ DIST BEED,Maharashtra,Beed,-,Urban,Nursing,Private Un-Aided
S-24958,"MANDAKINI NURSING INSTITUTE , LATUR",Maharashtra,Latur,-,Urban,Nursing,Private Un-Aided
S-24971,NATIONAL GNM NURSING COLLEGE SILLOD DIST CHHATRAPATI SAMBHJINAGAR,Maharashtra,Chhatrapati Sambhajinagar,-,Urban,Nursing,Private Un-Aided
S-24993,PADMAI NURSING SCHOOL,Maharashtra,Chhatrapati Sambhajinagar,-,Rural,Nursing,Private Un-Aided
S-24968,PROF N S KATEKAR INSTITUTE OF NURSING,Maharashtra,Jalgaon,-,Urban,Nursing,Private Un-Aided
S-24960,"RAIRESHWARI  NURSING  COLLEGE , LATUR",Maharashtra,Latur,-,Rural,Nursing,Private Un-Aided
S-24949,"RAJARSHI SHAHU MAHARAJ COLLEGE OF NURSING, KOHMARA, SADAK ARJUNI",Maharashtra,Gondia,-,Rural,Nursing,Private Un-Aided
S-24951,RANJANA NURSING COLLEGE AMBEJOGAI,Maharashtra,Beed,-,Urban,Nursing,Private Un-Aided
S-24966,RATNAGIRI COLLEGE OF NURSING,Maharashtra,Ratnagiri,-,Urban,Nursing,Private Un-Aided
S-24976,SADGURU SCHOOL OF NURSING GNM,Maharashtra,Gondia,-,Rural,Nursing,Private Un-Aided
S-15735,"School of Nursing, Cama And Albless Hospital, Mumbai",Maharashtra,Mumbai,-,Urban,Nursing,State Government
S-24952,"SHRI DATTA SHIKSHAN PRASARAK MANDAL,PANUTRE, SANCHLIT VITTHAL PATIL COLLEGE OF NURSING,KALE",Maharashtra,Kolhapur,-,Rural,Nursing,Private Un-Aided
S-25196,"SHRI SAI INSTITUTE OF GNM NURSING, BORI",Maharashtra,Parbhani,-,Rural,Nursing,Private Un-Aided
S-25191,SIDDHIVINAYAK NURSING COLLEGE,Maharashtra,Nashik,-,Urban,Nursing,Private Un-Aided
S-25258,"S T H NURSING COLLEGE, PUSAD",Maharashtra,Yavatmal,-,Urban,Nursing,Private Un-Aided
S-24980,"SWAMI VIVEKANAND PRATISTHAN, KHADGAON TAL GANGAKHED , DIST PARBHANI, SANCHLIT RADHAI NURSING SCHOOL RAMNAGAR AKOLI, TAL GANGAKHED DIST PARBHANI",Maharashtra,Parbhani,-,Rural,Nursing,Private Un-Aided
S-24961,SWARA INSTITUTE OF NURSING,Maharashtra,Latur,-,Rural,Nursing,Private Un-Aided
S-24941,"TULSI COLLEGE OF NURSING, BEED",Maharashtra,Beed,-,Urban,Nursing,Private Un-Aided
S-25330,"PUNYASHLOK AHILYADEVI HOLKAR COLLEGE OF NURSING AND RESEARCH CENTRE, MUKRAMABAD",Maharashtra,Nanded,-,Rural,Nursing,Private Un-Aided
S-25333,"SHRIRATNA INSTITUTE OF NURSING COLLEGE, MIRAJ, SANGLI",Maharashtra,Sangli,-,Rural,Nursing,Private Un-Aided
S-25319,LATE RAOSAHEB DHONDIRAM MANE NURSING SCHOOL,Maharashtra,Sangli,-,Rural,Nursing,Private Un-Aided
S-25334,"MAA SHRI NARENDRAJI MODI PARICHARIKA PRASHIKSHAN SANSTHA, KAIJ TA KAIJ DIST BEED",Maharashtra,Beed,-,Urban,Nursing,Private Un-Aided
S-25324,"MUKTAI NURSING COLLEGE, GIRIM",Maharashtra,Pune,-,Rural,Nursing,Private Un-Aided
S-25318,PHOENIX INSTITUTE OF MEDICAL SCIENCES,Maharashtra,Thane,-,Urban,Nursing,Private Un-Aided
S-25336,"SHALINITAI MEGHE COLLEGE OF NURSING, HINGANA ROAD, WANADONGARI, NAGPUR",Maharashtra,Nagpur,-,Rural,Nursing,Private Un-Aided
S-25321,SHREE SANT SAIBABA NURSING COLLGE  BHRAMI MURTIZAPUR,Maharashtra,Akola,-,Urban,Nursing,Private Un-Aided
S-25331,SHRI L D AHER NURSING SCHOOL,Maharashtra,Pune,-,Rural,Nursing,Private Un-Aided
S-25332,SHUBH NURSING SCHOOL,Maharashtra,Ahilyanagar,-,Rural,Nursing,Private Un-Aided
S-10347,"Anand Charitable Sanstha's' College of Pharmaceutical Science & Research,Ashti",Maharashtra,Beed,2006,Rural,Technical/Polytechnic,Private Un-Aided
S-25419,DR ARUN MOTGHARE NURSING SCHOOL,Maharashtra,Bhandara,-,Rural,Nursing,Private Un-Aided
S-25420,DR ARUN MOTGHARE NURSING SCHOOL ANM,Maharashtra,Gadchiroli,-,Rural,Nursing,Private Un-Aided
S-25426,DISTRICT HOSPITAL SAWARGAON AMBAJOGAI  BEED,Maharashtra,Beed,-,Rural,Nursing,State Government
S-25465,SAI INSTITUTE OF NURSING SCIENCES,Maharashtra,Sangli,-,Urban,Nursing,Private Un-Aided
S-25490,SAI NURSING SCHOOL LATUR,Maharashtra,Latur,-,Urban,Nursing,Private Un-Aided
S-25489,"SHRI BALASAHEB MANE SHIKSHAN PRASARAK MANDAL, AMBAP TAL HATKANAGALE DIST KOLHAPUR, SANCHALIT MATOSHRI VATSALA MANE INSTITUTE OF NURSING, PETH VADGAON, TAL HATKANAGALE, DIST KOLHAPUR",Maharashtra,Kolhapur,-,Rural,Nursing,Private Un-Aided
S-25486,"SIDDHI COLLEGE OF NURSING,MURGUD ,TAL KAGAL, DIST KOLHAPUR",Maharashtra,Kolhapur,-,Rural,Nursing,Private Un-Aided
S-9251,LATE SANJAY TOMPE & LATE SAMEER DESHMUKH COLLEGE OF EDUCATION (D.EI.ED.) CHANDURBAZAR,Maharashtra,Amravati,1968,Rural,Teacher Training,Private Un-Aided
S-25614,"SHRI VENKATESHA SHIKSHAN PRASARAK MANDALS SHRI VENKATESHA NURSING SCHOOL ADITYANAGAR, EKNATHNAGAR BEED",Maharashtra,Beed,-,Urban,Nursing,Private Un-Aided
S-25615,"SHRI SANT BHAGWANBABA SEVABHAVI SANSTHA SANCHLIT SHRI VENKATESHA NURSING SCHOOL, AMBAJOGAI",Maharashtra,Beed,-,Urban,Nursing,Private Un-Aided
S-19010,"Dr. rajendra Gode College of Pharmacy, Amravati",Maharashtra,Amravati,2019,Rural,Technical/Polytechnic,Private Un-Aided
S-25691,SAISIDDHI COLLEGE OF PHARMACY    ,Maharashtra,Nashik,2023,Rural,Technical/Polytechnic,Private Un-Aided
S-25706,"L.S.J. WELNESS NURSING SCHOOL (G.N.M.), GOTHEGHAR, SHAHAPUR, THANE",Maharashtra,Thane,2024,Rural,Nursing,Private Un-Aided
S-25718,"SHRI CHHATRAPATI SHIVAJI MAHARAJ COLLEGE OF NURSING, RAHURI ",Maharashtra,Ahilyanagar,2024,Rural,Nursing,Private Un-Aided
S-25719,P V BELHEKAR COLLEGE OF NURSING,Maharashtra,Ahilyanagar,2024,Rural,Nursing,Private Un-Aided
S-25720,"J V  COLLEGE OF NURSING ,DAMPUR MOUDA TQ JIWATI DIST CHANDRAPUR    ",Maharashtra,Chandrapur,2024,Rural,Nursing,Private Un-Aided
S-25721,"SHARDA NURSING SCHOOL JAWALA BAZAR, AUNDHA, HINGOLI",Maharashtra,Hingoli,2024,Rural,Nursing,Private Un-Aided
S-25722,DR J J MAGDUM COLLEGE OF NURSING,Maharashtra,Kolhapur,2004,Rural,Nursing,Private Un-Aided
S-25724,DADA MAHARAJ INSTITUTE OF MEDICAL SCIENCES SATARA,Maharashtra,Satara,2024,Urban,Nursing,Private Un-Aided
S-25725,SAI SANJIVANI NURSING COLLEGE ,Maharashtra,Thane,2024,Rural,Nursing,Private Un-Aided
S-25726,SAHYADRI  INSTITUTE  OF NURSING  EDUCATION  KHARAWATE  DAHIWALI,Maharashtra,Ratnagiri,2024,Rural,Nursing,Private Un-Aided
S-25727,SAVITRIBAI PHULE NURSING SCHOOL MANWAT,Maharashtra,Parbhani,2024,Rural,Nursing,Private Un-Aided
S-2156,SHRI GANESH SHIKSHAN PRASARAK MANDAL BALGHAT POLYTECHNIC COLLEGE RUDHA LATUR,Maharashtra,Latur,-,Rural,Technical/Polytechnic,Private Un-Aided
